pName,doi
Habitability in Berthing Compartments and Well-Being of Sailors Working on U.S. Navy Surface Ships,10.1177/0018720820906050
Temperature–Color Interaction: Subjective Indoor Environmental Perception and Physiological Responses in Virtual Reality,10.1177/0018720819892383
Mitigating Teen Driver Distraction: In-Vehicle Feedback Based on Peer Social Norms,10.1177/0018720819891285
Designing for the Extremes: Modeling Drivers’ Response Time to Take Back Control From Automation Using Bayesian Quantile Regression,10.1177/0018720819893429
Cognitive Training: Transfer Beyond the Laboratory?,10.1177/0018720819879814
Olfactory Facilitation of Takeover Performance in Highly Automated Driving,10.1177/0018720819893137
Effect of Repositioning Aids and Patient Weight on Biomechanical Stresses When Repositioning Patients in Bed,10.1177/0018720819895850
Drivers’ Spatio-Temporal Attentional Distributions Are Influenced by Vehicle Dynamics and Displayed Point of View,10.1177/0018720820902879
Attributing Blame to Robots: I. The Influence of Robot Autonomy,10.1177/0018720819880641
Trusting Autonomous Security Robots: The Role of Reliability and Stated Social Intent,10.1177/0018720820901629
Communication of Hazards in Mixed-Reality Telerobotic Systems: The Usage of Naturalistic Avoidance Cues in Driving Tasks,10.1177/0018720820902293
Differentiating Experience From Cue Utilization in Radiological Assessments,10.1177/0018720820902576
Force Anticipation and Its Potential Implications on Feedforward and Feedback Human Motor Control,10.1177/0018720819900842
A Longitudinal Evaluation of Risk Factors and Interactions for the Development of Nonspecific Neck Pain in Office Workers in Two Cultures,10.1177/0018720820904231
"Team Combat Identification: Effects of Gender, Spatial Visualization, and Disagreement",10.1177/0018720820902286
Shared Gaze Fails to Improve Team Visual Monitoring,10.1177/0018720820902347
"The Effects of Virtual Reality, Augmented Reality, and Mixed Reality as Training Enhancement Methods: A Meta-Analysis",10.1177/0018720820904229
Preface to the Special Section on the Science Behind Usability and UX,10.1177/00187208211026906
"An Investigation of Speech Features, Plant System Alarms, and Operator–System Interaction for the Classification of Operator Cognitive Workload During Dynamic Work",10.1177/0018720820961730
Analysis of Dynamic Changes in Cognitive Workload During Cardiac Surgery Perfusionists′ Interactions With the Cardiopulmonary Bypass Pump,10.1177/0018720820976297
The Impacts of Temporal Variation and Individual Differences in Driver Cognitive Workload on ECG-Based Detection,10.1177/0018720821990484
The Effects of Increased Visual Information on Cognitive Workload in a Helicopter Simulator,10.1177/0018720820945409
On the Cost of Detection Response Task Performance on Cognitive Load,10.1177/0018720820931628
Overloaded and at Work: Investigating the Effect of Cognitive Workload on Assembly Task Performance,10.1177/0018720820929928
Why and How to Approach User Experience in Safety-Critical Domains: The Example of Health Care,10.1177/0018720819887575
Derivation and Demonstration of a New Metric for Multitasking Performance,10.1177/0018720820951089
Dancing With Algorithms: Interaction Creates Greater Preference and Trust in Machine-Learned Behavior,10.1177/0018720820903893
"Neck Muscular Load When Using a Smartphone While Sitting, Standing, and Walking",10.1177/0018720820904237
Trusting Other Vehicles’ Automatic Emergency Braking Decreases Self-Protective Driving,10.1177/0018720820907755
A Broader Application of the Detection Response Task to Cognitive Tasks and Online Environments,10.1177/0018720820936800
A Strategic Core Role Perspective on Team Coordination: Benefits of Centralized Leadership for Managing Task Complexity in the Operating Room,10.1177/0018720820906041
Vol62_2020
Perceptions and Use of Computed Tomography in a Hospital Emergency Department: Technicians’ Perspectives,10.1177/0018720819841758
Defining and Managing the Preanalytical Phase With FMECA: Automation and/or “Human” Control,10.1177/0018720819874906
Using Digital and Physical Simulation to Focus on Human Factors and Ergonomics in Aviation Maintainability,10.1177/0018720819861496
The Influence of Static Factors on Seating Comfort of Motorcycles: An Initial Investigation,10.1177/0018720819866955
Tractor Rollover Protection: Is the Incorrect Use of Foldable Rollover Protective Structures Due to Human or to Technical Issues?,10.1177/0018720819848201
Can the Use of Turn-Assist Surfaces Reduce the Physical Burden on Caregivers When Performing Patient Turning?,10.1177/0018720819845746
Physiological Factors Which Influence Cognitive Performance in Military Personnel,10.1177/0018720819841757
Smooth or Stepped? Laboratory Comparison of Enhanced Sonifications for Monitoring Patient Oxygen Saturation,10.1177/0018720819845742
Event-Related Electrodermal Response to Stress: Results From a Realistic Driving Simulator Scenario,10.1177/0018720819842779
Can Stroboscopic Training Improve Judgments of Time-to-Collision?,10.1177/0018720819841938
The Role of Work Environment in Training Sustainment: A Meta-Analysis,10.1177/0018720819845988
"Preface to the Special Issue on Human Factors and Advanced Vehicle Automation: Of Benefits, Barriers, and Bridges to Safe and Effective Implementation",10.1177/0018720820901542
Trust and Distrust of Automated Parking in a Tesla Model X,10.1177/0018720819865412
Redesigning Today’s Driving Automation Toward Adaptive Backup Control With Context-Based and Invisible Interfaces,10.1177/0018720819894757
Aging: Older Adults’ Driving Behavior Using Longitudinal and Lateral Warning Systems,10.1177/0018720819864510
Automated Driving System Collisions: Early Lessons,10.1177/0018720819872034
Exploring Trust in Self-Driving Vehicles Through Text Analysis,10.1177/0018720819872672
Transporting Children in Autonomous Vehicles: An Exploratory Study,10.1177/0018720819853993
Acceptance of Full Driving Automation: Personally Owned and Shared-Use Concepts,10.1177/0018720819870658
Challenges to Human Drivers in Increasingly Automated Vehicles,10.1177/0018720819900402
Introduction to the Human Factors Special Issue on User-Centered Design for Exoskeleton,10.1177/0018720820914312
Social Processes: What Determines Industrial Workers’ Intention to Use Exoskeletons?,10.1177/0018720819889534
Assessing the Involvement of Users During Development of Lower Limb Wearable Robotic Exoskeletons: A Survey Study,10.1177/0018720819883500
Perspectives of End Users on the Potential Use of Trunk Exoskeletons for People With Low-Back Pain: A Focus Group Study,10.1177/0018720819885788
Supporting Surgical Teams: Identifying Needs and Barriers for Exoskeleton Implementation in the Operating Room,10.1177/0018720819879271
Exoscore: A Design Tool to Evaluate Factors Associated With Technology Acceptance of Soft Lower Limb Exosuits by Older Adults,10.1177/0018720819868122
Physical and Cognitive Load Effects Due to a Powered Lower-Body Exoskeleton,10.1177/0018720820907450
"Static, Dynamic, and Cognitive Fit of Exosystems for the Human Operator",10.1177/0018720819896898
"Biomechanical Evaluation of Passive Back-Support Exoskeletons in a Precision Manual Assembly Task: “Expected” Effects on Trunk Muscle Activity, Perceived Exertion, and Task Performance",10.1177/0018720819890966
"Effects of Two Passive Back-Support Exoskeletons on Muscle Activity, Energy Expenditure, and Subjective Assessments During Repetitive Lifting",10.1177/0018720819897669
Discomfort/Pain and Tissue Oxygenation at the Lower Limb During Circumferential Compression: Application to Soft Exoskeleton Design,10.1177/0018720819892098
Evaluation of a Lower Leg Support Exoskeleton on Floor and Below Hip Height Panel Work,10.1177/0018720820907752
Human Factors Contributions to the Development of Standards for Displays of Unmanned Aircraft Systems in Support of Detect-and-Avoid,10.1177/0018720820916326
The Absence of Degree of Automation Trade-Offs in Complex Work Settings,10.1177/0018720819842709
Absence of DOA Effect but No Proper Test of the Lumberjack Effect: A Reply to Jamieson and Skraaning (2019),10.1177/0018720820901957
The Harder They Fall? A Response to Wickens et al. (2019) Regarding the Generalizability of Lumberjack Predictions to Complex Work Settings,10.1177/0018720820904623
Do We Really Need More Stages? Comparing the Effects of Likelihood Alarm Systems and Binary Alarm Systems,10.1177/0018720819852023
Blending Human and Machine: Feasibility of Measuring Fatigue Through the Aviation Headset,10.1177/0018720819849783
Comparison of Predictions Between an EMG-Assisted Approach and Two Optimization-Driven Approaches for Lumbar Spine Loading During Walking With Backpack Loads,10.1177/0018720819851299
Artificial Optic Flow Guides Visual Attention in a Driving Scene,10.1177/0018720819847022
Shoulder Muscular Fatigue From Static Posture Concurrently Reduces Cognitive Attentional Resources,10.1177/0018720819852509
Does Reducing Sedentarity With Standing Desks Hinder Cognitive Performance?,10.1177/0018720819879310
Methodological Approaches and Recommendations for Functional Near-Infrared Spectroscopy Applications in HF/E Research,10.1177/0018720819845275
"Now You Feel It, Now You Don’t: The Effect of Movement, Cue Complexity, and Body Location on Tactile Change Detection",10.1177/0018720819850278
How to Observe Users’ Movements in Virtual Environments: Viewpoint Control in a Power Wheelchair Simulator,10.1177/0018720819853682
Moving Into the Loop: An Investigation of Drivers’ Steering Behavior in Highly Automated Vehicles,10.1177/0018720819850283
An Integrative Total Worker Health Framework for Keeping Workers Safe and Healthy During the COVID-19 Pandemic,10.1177/0018720820932699
Specifying and Mitigating Thermal Stress Effects on Cognition During Personal Protective Equipment Use,10.1177/0018720820933794
Which Phish Is on the Hook? Phishing Vulnerability for Older Versus Younger Adults,10.1177/0018720819855570
"The More You Know: Trust Dynamics and Calibration in Highly Automated Driving and the Effects of Take-Overs, System Malfunction, and System Transparency",10.1177/0018720819853686
"Responding to an Unexpected In-Flight Event: Physiological Arousal, Information Processing, and Performance",10.1177/0018720819854830
Cue Utilization Differentiates Performance in the Management of Interruptions,10.1177/0018720819855281
"Shaping Rollable Display Devices: Effects of Gripping Condition, Device Thickness, and Hand Length on Bimanual Perceived Grip Comfort",10.1177/0018720819855225
Response Complexity Reduces Errors on a Response Inhibition Task,10.1177/0018720819852801
Effects of Semantic Congruence on Sign Identification: An ERP Study,10.1177/0018720819854880
Contributions of Stereopsis and Aviation Experience to Simulated Rotary Wing Altitude Estimation,10.1177/0018720819853479
Measuring Real-Time Team Cognition During Team Training,10.1177/0018720819852791
A Fundamental Cognitive Taxonomy for Cognition Aids,10.1177/0018720820920099
The Benefits and Costs of Low and High Degree of Automation,10.1177/0018720819867181
Touchscreens for Aircraft Navigation Tasks: Comparing Accuracy and Throughput of Three Flight Deck Interfaces Using Fitts’ Law,10.1177/0018720819862146
Effects of School Backpacks on Spine Biomechanics During Daily Activities: A Narrative Review of Literature,10.1177/0018720819858792
Effects of Fatigue on Balance Recovery From Unexpected Trips,10.1177/0018720819858794
A Curvilinear Effect of Mental Workload on Mental Effort and Behavioral Adaptability: An Approach With the Pre-Ejection Period,10.1177/0018720819855919
Concerns About Verbal Communication in the Operating Room: A Field Study,10.1177/0018720819858274
An Experimental Validation of Masking in IEC 60601-1-8:2006-Compliant Alarm Sounds,10.1177/0018720819862911
Classification of Attentional Tunneling Through Behavioral Indices,10.1177/0018720819857266
"Not All Information Is Equal: Effects of Disclosing Different Types of Likelihood Information on Trust, Compliance and Reliance, and Task Performance in Human-Automation Teaming",10.1177/0018720819862916
Effects of Initial Starting Distance and Gap Characteristics on Children’s and Young Adults’ Velocity Regulation When Intercepting Moving Gaps,10.1177/0018720819867501
"Classification of Driver Distraction: A Comprehensive Analysis of Feature Generation, Machine Learning, and Input Measures",10.1177/0018720819856454
Evaluating Medical Devices Remotely: Current Methods and Potential Innovations,10.1177/0018720820953644
Disaster Ergonomics: Human Factors in COVID-19 Pandemic Emergency Management,10.1177/0018720820939428
Proning Patients With COVID-19: A Review of Equipment and Methods,10.1177/0018720820950532
How Human Factors Can Help Preserve Democracy in the Age of Pandemics,10.1177/0018720820946896
Human–Automation Trust to Technologies for Naïve Users Amidst and Following the COVID-19 Pandemic,10.1177/0018720820948981
Interpersonal Distance in the SARS-CoV-2 Crisis,10.1177/0018720820956858
"Effects of Text Enhancement, Identical Prescription-Package Names, Visual Cues, and Verbal Provocation on Visual Searches of Look-Alike Drug Names: A Simulation and Eye-Tracking Study",10.1177/0018720819870700
On the Difference Between Necessary and Unnecessary Glances Away From the Forward Roadway: An Occlusion Study on the Motorway,10.1177/0018720819866946
Dual-Task Interference Between Swimming and Verbal Memory,10.1177/0018720819871743
MAPO Method to Assess the Risk of Patient Manual Handling in Hospital Wards: A Validation Study,10.1177/0018720819869119
Effects of Neural Mechanisms of Pretask Resting EEG Alpha Information on Situational Awareness: A Functional Connectivity Approach,10.1177/0018720819869129
Attentional Demand as a Function of Contextual Factors in Different Traffic Scenarios,10.1177/0018720819869099
Task Interruption and Control Recovery Strategies After Take-Over Requests Emphasize Need for Measures of Situation Awareness,10.1177/0018720819866976
How Do Drivers Respond to Silent Automation Failures? Driving Simulator Study and Comparison of Computational Driver Braking Models,10.1177/0018720819875347
Trust Mediating Reliability–Reliance Relationship in Supervisory Control of Human–Swarm Interactions,10.1177/0018720819879273
Prospective Memory Performance in Simulated Air Traffic Control: Robust to Interruptions but Impaired by Retention Interval,10.1177/0018720819875888
Airport Security Screener Problem-Solving Knowledge and Implications,10.1177/0018720819874169
Studying Gaze Behavior to Compare Three Different Hazard Perception Tasks,10.1177/0018720819873462
"Nautical Collision Avoidance: The Cognitive Challenges of Balancing Safety, Efficiency, and Procedures",10.1177/0018720819871409
Get Ready for Being Chauffeured: Passenger’s Preferences and Trust While Being Driven by Human and Automation,10.1177/0018720819872893
Knowing What’s Coming: Unpredictable Motion Causes More Motion Sickness,10.1177/0018720819876139
Allocation of Driver Attention for Varying In-Vehicle System Modalities,10.1177/0018720819879585
Eye-Tracking Metrics Predict Perceived Workload in Robotic Surgical Skills Training,10.1177/0018720819874544
Acknowlegments,10.1177/0018720820969695
Vol61_2019
"Tactile, Visual, and Crossmodal Visual-Tactile Change Blindness: The Effect of Transient Type and Task Demands",10.1177/0018720818818028
"Critique of “Tactile, Visual, and Crossmodal Visual-Tactile Change Blindness: The Effect of Transient Type and Task Demands”",10.1177/0018720818816844
Crossmodal Matching: The Case for Developing and Employing a Valid and Feasible Approach to Equate Perceived Stimulus Intensities in Multimodal Research,10.1177/0018720818816439
The Effects of Native Language and Gender on Procedure Performance,10.1177/0018720818793042
An Overview of Strategies for Reducing Upper Extremity Physical Exposure Associated With Floor Mopping: A Systematic Review,10.1177/0018720818816261
Predicting Sagittal Plane Lifting Postures From Image Bounding Box Dimensions,10.1177/0018720818791367
Cognitive Processing of Visually Presented Data in Decision Making,10.1177/0018720818796009
Determining Ergonomic Smartphone Forms With High Grip Comfort and Attractive Design,10.1177/0018720818792758
On-Road Evaluation of In-vehicle Interface Characteristics and Their Effects on Performance of Visual Detection on the Road and Manual Entry,10.1177/0018720818790841
A Novel Auditory Display for Neonatal Resuscitation: Laboratory Studies Simulating Pulse Oximetry in the First 10 Minutes After Birth,10.1177/0018720818793769
Effects of Different Alcohol Dosages on Steering Behavior in Curve Driving,10.1177/0018720818791850
Behavioral Adaptations to Lane Keeping Systems: Effects of Exposure and Withdrawal,10.1177/0018720818800538
No Effect of Cue Format on Automation Dependence in an Aided Signal Detection Task,10.1177/0018720818802961
Biomechanical Assessment of the NIOSH Lifting Equation in Asymmetric Load-Handling Activities Using a Detailed Musculoskeletal Model,10.1177/0018720818795038
Gender Differences in Energy Expenditure During Walking With Backpack and Double-Pack Loads,10.1177/0018720818799190
Ski Boots Do Not Impair Standing Balance by Restricting Ankle-Joint Mobility,10.1177/0018720818801734
"Vigilance Tasks: Unpleasant, Mentally Demanding, and Stressful Even When Time Flies",10.1177/0018720818796015
Using Tools to Help Us Think: Actual but Also Believed Reliability Modulates Cognitive Offloading,10.1177/0018720818797553
Anchoring and Adjustment in Uncertain Spatial Trajectory Prediction,10.1177/0018720818800591
"Effects of Display Curvature, Presbyopia, and Task Duration on Visual Fatigue, Task Performance, and User Satisfaction",10.1177/0018720818801407
Spearcon Sequences for Monitoring Multiple Patients: Laboratory Investigation Comparing Two Auditory Display Designs,10.1177/0018720818797502
Detecting Bombs in X-Ray Images of Hold Baggage: 2D Versus 3D Imaging,10.1177/0018720818799215
Emotional and Cognitive Modulation of Cybersickness: The Role of Pain Catastrophizing and Body Awareness,10.1177/0018720818804382
Multisensory Influences on Driver Steering During Curve Navigation,10.1177/0018720818805898
Evaluation of the Team Workload Questionnaire (TWLQ) in a Team-Choice Task,10.1177/0018720818801657
Sustained Attention to Science: A Tribute to the Life and Scholarship of Joel Warm,10.1177/0018720819839370
"Workload and Performance: Associations, Insensitivities, and Dissociations",10.1177/0018720818809590
Cardiac Measures of Cognitive Workload: A Meta-Analysis,10.1177/0018720819830553
Does Depleting Self-Control Result in Poorer Vigilance Performance?,10.1177/0018720818806151
The Abbreviated Vigilance Task and Its Attentional Contributors,10.1177/0018720818822350
The Effects of Event Rate on a Cognitive Vigilance Task,10.1177/0018720818790840
Is Semantic Vigilance Impaired by Narrative Memory Demands? Theory and Applications,10.1177/0018720818805602
Task Engagement and the Vigilance Decrement Revisited: Expanding Upon the Work of Joel S. Warm Using a Semantic Vigilance Paradigm,10.1177/0018720819835086
Driver Vigilance in Automated Vehicles: Effects of Demands on Hazard Detection Performance,10.1177/0018720818802095
Vigilance and Automation Dependence in Operation of Multiple Unmanned Aerial Systems (UAS): A Simulation Study,10.1177/0018720818799468
"Ecological Interface Design: Thirty-Plus Years of Refinement, Progress, and Potential",10.1177/0018720819835990
Using EMG Amplitude and Frequency to Calculate a Multimuscle Fatigue Score and Evaluate Global Shoulder Fatigue,10.1177/0018720818794604
The Impact of Head-Worn Displays on Strategic Alarm Management and Situation Awareness,10.1177/0018720818814969
Interruptions and Delivery of Care in the Intensive Care Unit,10.1177/0018720819838090
Embedding Training Within Warnings Improves Skills of Identifying Phishing Webpages,10.1177/0018720818810942
Noncritical State Transitions During Conditionally Automated Driving on German Freeways: Effects of Non–Driving Related Tasks on Takeover Time and Takeover Quality,10.1177/0018720818824002
The Relationship Between Trust and Use Choice in Human-Robot Interaction,10.1177/0018720818816838
Analysis of the Influence of Standard Time Variability on the Reliability of the Simulation of Assembly Operations in Manufacturing Systems,10.1177/0018720819829596
Toward Computational Simulations of Behavior During Automated Driving Takeovers: A Review of the Empirical and Modeling Literatures,10.1177/0018720819829572
Human Factors Engineering Contributions to Infection Prevention and Control,10.1177/0018720819833214
Age-Related Differences in the Relationships Between Lower-Limb Joint Proprioception and Postural Balance,10.1177/0018720818795064
The Effects of Load Stability and Visual Access During Asymmetric Lifting Tasks on Back and Upper Extremity Biomechanical Responses,10.1177/0018720818814107
The Effect of an Orthotic Device for Balancing Neck Muscles During Daily Office Tasks,10.1177/0018720818814957
The Treadport: Natural Gait on a Treadmill,10.1177/0018720818819951
Central and Peripheral Cues to Difficulty in a Dynamic Task,10.1177/0018720818809877
Cognitive Load and Situation Awareness for Soldiers: Effects of Message Presentation Rate and Sensory Modality,10.1177/0018720819825803
Evaluation of Gesture-Based In-Vehicle Interaction: User Experience and the Potential to Reduce Driver Distraction,10.1177/0018720818824253
Angle of Camera View Influences Resumption Lag in a Visual-Motor Task,10.1177/0018720818794526
Social Conformity Effects on Trust in Simulation-Based Human-Robot Interaction,10.1177/0018720818811190
Sit-Stand Desk Software Can Now Monitor and Prompt Office Workers to Change Health Behaviors,10.1177/0018720818807043
The Potential Role of Context-Related Exposure in Explaining Differences in Water Safety Cue Utilization,10.1177/0018720818814299
Behavioral Changes to Repeated Takeovers in Highly Automated Driving: Effects of the Takeover-Request Design and the Nondriving-Related Task Modality,10.1177/0018720818814963
On the Dynamics of Conspicuity,10.1177/0018720819840849
Augmented Reality Improves Procedural Work on an International Space Station Science Instrument,10.1177/0018720818824464
Beyond Fitts’s Law: A Three-Phase Model Predicts Movement Time to Position an Object in an Immersive 3D Virtual Environment,10.1177/0018720819831517
The Ability of Adults of Different Size to Egress Through Confined Space Apertures,10.1177/0018720818819384
Diminishing Cognitive Capacities in an Ever Hotter World: Evidence From an Applicable Power-Law Description,10.1177/0018720818816436
Reconsidering the Role of Design Standards in Developing Effective Safety Labeling: Monolithic Recipes or Collections of Separable Features?,10.1177/0018720818820413
Population Stereotypes for Objects and Representations: Response Tendencies for Interacting With Everyday Objects and Interfaces,10.1177/0018720818823570
"The Effect of Walking on Auditory Localization, Visual Discrimination, and Aurally Aided Visual Search",10.1177/0018720819831092
Optic Flow and Tunnel Vision in the Detection Response Task,10.1177/0018720818825008
Effects of Visually Induced Motion Sickness on Emergency Braking Reaction Times in a Driving Simulator,10.1177/0018720819829316
Interruptions in Health Care: Assessing Their Connection With Error and Patient Harm,10.1177/0018720819869115
Getting Back Into the Loop: The Perceptual-Motor Determinants of Successful Transitions out of Automated Driving,10.1177/0018720819829594
Index Finger Muscle Fatigue and Pistol Firing Failure,10.1177/0018720819827457
The Relationship Between Foot Feature Parameters and Postural Stability in Healthy Subjects,10.1177/0018720819828545
Influence of Human Parameters on Labor Productivity in the Construction Industry,10.1177/0018720819829944
Computational Modeling of the Effects of Sleep Deprivation on the Vigilance Decrement,10.1177/0018720819829949
Ergonomic Benefits of an Angle Grinder With Rotatable Main Handle in a Cutting Task,10.1177/0018720819827184
Commercially Available Friction-Reducing Patient-Transfer Devices Reduce Biomechanical Stresses on Caregivers’ Upper Extremities and Low Back,10.1177/0018720819827208
Are Measures of Postural Behavior Using Motion Sensors in Seated Office Workers Reliable?,10.1177/0018720818821273
"Extending Three Existing Models to Analysis of Trust in Automation: Signal Detection, Statistical Parameter Estimation, and Model-Based Control",10.1177/0018720819829951
The Role of Motivation as a Factor in Mental Fatigue,10.1177/0018720819828569
Effects of Task-Induced Fatigue in Prolonged Conditional Automated Driving,10.1177/0018720818816226
The Impact of Environmental Stress on Cognitive Performance: A Systematic Review,10.1177/0018720819839817
Influence of Textured Indoor Footwear on Posture Stability of Older Women Based on Center-of-Pressure Measurements,10.1177/0018720819837414
The Effect of Partial Automation on Driver Attention: A Naturalistic Driving Study,10.1177/0018720819836310
Anthropometric Dimensions of Individuals With High Body Mass Index,10.1177/0018720819839809
Stimulus-Response and Response-Effect Compatibility With Touchless Gestures and Moving Action Effects,10.1177/0018720819831814
Making Sense of the Cognitive Task of Medication Reconciliation Using a Card Sorting Task,10.1177/0018720819837037
Using Surgeon Hand Motions to Predict Surgical Maneuvers,10.1177/0018720819838901
The Validity of an Oculus Rift to Assess Postural Changes During Balance Tasks,10.1177/0018720819835088
External Human-Machine Interfaces on Automated Vehicles: Effects on Pedestrian Crossing Decisions,10.1177/0018720819836343
"Visual and Cognitive Demands of CarPlay, Android Auto, and Five Native Infotainment Systems",10.1177/0018720819836575
Vol60_2018
Allocating Attention to Detect Motorcycles: The Role of Inattentional Blindness,10.1177/0018720817733901
"Falls From Agricultural Machinery: Risk Factors Related to Work Experience, Worked Hours, and Operators’ Behavior",10.1177/0018720817738591
Physiological Parameter Response to Variation of Mental Workload,10.1177/0018720817733101
Cumulative Mass and NIOSH Variable Lifting Index Method for Risk Assessment: Possible Relations,10.1177/0018720817732413
An Exploratory Electromyography-Based Coactivation Index for the Cervical Spine,10.1177/0018720817738598
Using Temporal Sensitivity to Predict Performance Under Latency in Teleoperation,10.1177/0018720817734727
The Combined Effect of Cold and Moisture on Manual Performance,10.1177/0018720817740154
"Does Talking on a Cell Phone, With a Passenger, or Dialing Affect Driving Performance? An Updated Systematic Review and Meta-Analysis of Experimental Studies",10.1177/0018720817748145
“Failure-to-Identify” Hunting Incidents: A Resilience Engineering Approach,10.1177/0018720817743851
Assessing Infant Carriage Systems: Ground Reaction Force Implications for Gait of the Caregiver,10.1177/0018720817744661
Effects of Anthropometric Variables and Seat Height on Automobile Drivers’ Preferred Posture With the Presence of the Clutch,10.1177/0018720817741040
Effects of Gloves and Pulling Task on Achievable Downward Pull Forces on a Rung,10.1177/0018720817742515
Predicting Airport Screening Officers’ Visual Search Competency With a Rapid Assessment,10.1177/0018720817743886
Bag Valve Mask Ventilation as a Perceptual-Cognitive Skill,10.1177/0018720817744729
Stress Outcomes of Four Types of Perceived Interruptions,10.1177/0018720817738845
Older Adult Multitasking Performance Using a Gaze-Contingent Useful Field of View,10.1177/0018720817745894
Validation of Essential Acoustic Parameters for Highly Urgent In-Vehicle Collision Warnings,10.1177/0018720817742114
Teaming With a Synthetic Teammate: Insights into Human-Autonomy Teaming,10.1177/0018720817743223
Workarounds to Intended Use of Health Information Technology: A Narrative Review of the Human Factors Engineering Literature,10.1177/0018720818762546
Normalization of Deviation: Quotation Error in Human Factors,10.1177/0018720817752253
Why Do I Have to Drive Now? Post Hoc Explanations of Takeover Requests,10.1177/0018720817747730
Effect of Visualization Training on Uncertain Spatial Trajectory Predictions,10.1177/0018720818758770
Establishing Measurement Equivalence Across Computer- and Paper-Based Tests of Spatial Cognition,10.1177/0018720817747731
Barriers to the Adoption of Wearable Sensors in the Workplace: A Survey of Occupational Safety and Health Professionals,10.1177/0018720817753907
"Effects of Resolution, Range, and Image Contrast on Target Acquisition Performance",10.1177/0018720818760331
Legibility of Text and Pictograms in Variable Message Signs: Can Single-Word Messages Outperform Pictograms?,10.1177/0018720817751623
Assessment of Performance Carryover Effects Due to Successive Exposure to Different Lateral Camera Rotations in a Laparoscopic Training Environment,10.1177/0018720818756735
Relationship Between Kinematic and Physiological Indices During Braking Events of Different Intensities,10.1177/0018720817752595
Auditory Task Irrelevance: A Basis for Inattentional Deafness,10.1177/0018720818760919
"What You Don’t Notice Can Harm You: Age-Related Differences in Detecting Concurrent Visual, Auditory, and Tactile Cues",10.1177/0018720818759102
Driver Vigilance in Automated Vehicles: Hazard Detection Failures Are a Matter of Time,10.1177/0018720818761711
Understanding Is Key: An Analysis of Factors Pertaining to Trust in a Real-World Automation System,10.1177/0018720818761256
"Haptic Foot Pedal: Influence of Shoe Type, Age, and Gender on Subjective Pulse Perception",10.1177/0018720818771906
Affect-Aware Adaptive Tutoring Based on Human–Automation Etiquette Strategies,10.1177/0018720818765266
Effects of Task Difficulty and Display Format on Automation Usage Strategy: A Workload Capacity Analysis,10.1177/0018720818759356
Children’s Control/Display Stereotypes,10.1177/0018720818759993
Does the Tempo of Music Impact Human Behavior Behind the Wheel?,10.1177/0018720818760901
Voluntary- and Involuntary-Distraction Engagement: An Exploratory Study of Individual Differences,10.1177/0018720818761293
Corrigendum,10.1177/0018720818771877
Hacking the Human: The Prevalence Paradox in Cybersecurity,10.1177/0018720818780472
Ecological Interface Design for Computer Network Defense,10.1177/0018720818769233
