pName,doi
A new meta-module design for efficient reconfiguration of modular robots,10.1007/s10514-021-09977-6
A fully distributed multi-robot navigation method without pre-allocating target positions,10.1007/s10514-021-09981-w
Semantic visual SLAM in dynamic environment,10.1007/s10514-021-09979-4
Sequence-based visual place recognition: a scale-space approach for boundary detection,10.1007/s10514-021-09984-7
Transfer learning of coverage functions via invariant properties in the fourier domain,10.1007/s10514-021-09982-9
Sensor fusion of two sonar devices for underwater 3D mapping with an AUV,10.1007/s10514-021-09986-5
How to train your differentiable filter,10.1007/s10514-021-09990-9
Robot-to-robot relative pose estimation using humans as markers,10.1007/s10514-021-09985-6
A novel adaptive iterative learning control approach and human-in-the-loop control pattern for lower limb rehabilitation robot in disturbances environment,10.1007/s10514-021-09988-3
Vol44_2020
"Guest editorial: Special issue on robot communication challenges: real-world problems, systems, and methods",10.1007/s10514-019-09898-5
Transmission of images by unmanned underwater vehicles,10.1007/s10514-019-09866-z
Statistics of the distance traveled until successful connectivity for unmanned vehicles,10.1007/s10514-019-09850-7
Optimizing multi-robot communication under bandwidth constraints,10.1007/s10514-019-09849-0
Distributed assignment with limited communication for multi-robot multi-target tracking,10.1007/s10514-019-09856-1
Live multicast video streaming from drones: an experimental study,10.1007/s10514-019-09851-6
SwarmCom: an infra-red-based mobile ad-hoc network for severely constrained robots,10.1007/s10514-019-09873-0
DVL-SLAM: sparse depth enhanced direct visual-LiDAR SLAM,10.1007/s10514-019-09881-0
Attention-based active visual search for mobile robots,10.1007/s10514-019-09882-z
Online learning for 3D LiDAR-based human detection: experimental analysis of point cloud clustering and classification methods,10.1007/s10514-019-09883-y
Simultaneous planning of sampling and optimization: study on lazy evaluation and configuration free space approximation for optimal motion planning algorithm,10.1007/s10514-019-09884-x
Asynchronous microphone arrays calibration and sound source tracking,10.1007/s10514-019-09885-w
Model-referenced pose estimation using monocular vision for autonomous intervention tasks,10.1007/s10514-019-09886-9
A velocity obstacles approach for autonomous landing and teleoperated robots,10.1007/s10514-019-09887-8
Application of Lissajous curves in trajectory planning of multiple agents,10.1007/s10514-019-09888-7
Learning quasi-periodic robot motions from demonstration,10.1007/s10514-019-09891-y
Design of a new air pressure perception multi-cavity pneumatic-driven earthworm-like soft robot,10.1007/s10514-019-09892-x
Robustness and efficiency insights from a mechanical coupling metric for ankle-actuated biped robots,10.1007/s10514-019-09893-w
Guest editorial: special issue on multi-robot and multi-agent systems,10.1007/s10514-020-09908-x
Multi-robot online sensing strategies for the construction of communication maps,10.1007/s10514-019-09862-3
Efficient recursive distributed state estimation of hidden Markov models over unreliable networks,10.1007/s10514-019-09854-3
Cooperative visual-inertial sensor fusion: fundamental equations and state determination in closed-form,10.1007/s10514-019-09841-8
Gaussian process decentralized data fusion meets transfer learning in large-scale distributed cooperative perception,10.1007/s10514-018-09826-z
SOUL: data sharing for robot swarms,10.1007/s10514-019-09855-2
A robust localization system for multi-robot formations based on an extension of a Gaussian mixture probability hypothesis density filter,10.1007/s10514-019-09860-5
On-board range-based relative localization for micro air vehicles in indoor leader–follower flight,10.1007/s10514-019-09843-6
dRRT*: Scalable and informed asymptotically-optimal multi-robot motion planning,10.1007/s10514-019-09832-9
Average case constant factor time and distance optimal multi-robot path planning in well-connected environments,10.1007/s10514-019-09858-z
Hierarchical reinforcement learning via dynamic subspace search for multi-agent planning,10.1007/s10514-019-09871-2
Hybrid planning and distributed iterative repair for multi-robot missions with communication losses,10.1007/s10514-019-09869-w
Competition and cooperation in a community of autonomous agents,10.1007/s10514-019-09867-y
Auctions for multi-robot task allocation in communication limited environments,10.1007/s10514-019-09828-5
Automated synthesis of decentralized controllers for robot swarms from high-level temporal logic specifications,10.1007/s10514-019-09861-4
Humans interacting with multi-robot systems: a natural affect-based approach,10.1007/s10514-019-09889-6
Cooperative Queuing Policies for Effective Scheduling of Operator Intervention,10.1007/s10514-019-09877-w
Distributed coverage in mobile sensor networks without location information,10.1007/s10514-019-09859-y
CARE: Cooperative Autonomy for Resilience and Efficiency of robot teams for complete coverage of unknown environments under robot failures,10.1007/s10514-019-09870-3
Distributed multi-target search and tracking using the PHD filter,10.1007/s10514-019-09840-9
Adaptive target tracking with a mixed team of static and mobile guards: deployment and activation strategies,10.1007/s10514-019-09833-8
Air-ground cooperative topometric mapping of traversable ground,10.1007/s10514-019-09872-1
Multi-robot information driven path planning under communication constraints,10.1007/s10514-019-09890-z
On-line object detection: a robotics challenge,10.1007/s10514-019-09894-9
A highly stable and efficient spherical underwater robot with hybrid propulsion devices,10.1007/s10514-019-09895-8
Adaptive force and velocity control based on intrinsic contact sensing during surface exploration of dynamic objects,10.1007/s10514-019-09896-7
Joint optimization based on direct sparse stereo visual-inertial odometry,10.1007/s10514-019-09897-6
Relative navigation of autonomous GPS-degraded micro air vehicles,10.1007/s10514-019-09899-4
Graph search of a moving ground target by a UAV aided by ground sensors with local information,10.1007/s10514-019-09900-0
Approximate Bayesian reinforcement learning based on estimation of plant,10.1007/s10514-020-09901-4
Autonomous ballistic airdrop of objects from a small fixed-wing unmanned aerial vehicle,10.1007/s10514-020-09902-3
Event- and time-triggered dynamic task assignments for multiple vehicles,10.1007/s10514-020-09912-1
An informative path planning framework for UAV-based terrain monitoring,10.1007/s10514-020-09903-2
Multi-agent informed path planning using the probability hypothesis density,10.1007/s10514-020-09904-1
Improved and scalable online learning of spatial concepts and language models with mapping,10.1007/s10514-020-09905-0
GP-SLAM: laser-based SLAM approach based on regionalized Gaussian process map reconstruction,10.1007/s10514-020-09906-z
Correction to: GP-SLAM: laser-based SLAM approach based on regionalized Gaussian process map reconstruction,10.1007/s10514-020-09909-w
Generative Attention Learning: a “GenerAL” framework for high-performance multi-fingered grasping in clutter,10.1007/s10514-020-09907-y
Formation control of unmanned micro aerial vehicles for straitened environments,10.1007/s10514-020-09913-0
Merging of appearance-based place knowledge among multiple robots,10.1007/s10514-020-09911-2
Observability index optimization of robot calibration based on multiple identification spaces,10.1007/s10514-020-09920-1
A velocity control strategy for collision avoidance of autonomous agricultural vehicles,10.1007/s10514-020-09924-x
Online trajectory planning and control of a MAV payload system in dynamic environments,10.1007/s10514-020-09919-8
Spatially-dependent Bayesian semantic perception under model and localization uncertainty,10.1007/s10514-020-09921-0
Exploration of the applicability of probabilistic inference for learning control in underactuated autonomous underwater vehicles,10.1007/s10514-020-09922-z
Orientation constraints for Wi-Fi SLAM using signal strength gradients,10.1007/s10514-020-09914-z
Correction to: Orientation constraints for Wi-Fi SLAM using signal strength gradients,10.1007/s10514-020-09940-x
Nonlinear observability of unicycle multi-robot teams subject to nonuniform environmental disturbances,10.1007/s10514-020-09923-y
Iterative residual tuning for system identification and sim-to-real robot learning,10.1007/s10514-020-09925-w
Multi-objective drone path planning for search and rescue with quality-of-service requirements,10.1007/s10514-020-09926-9
Geolocalization with aerial image sequence for UAVs,10.1007/s10514-020-09927-8
Disturbance observer enhanced variable gain controller for robot teleoperation with motion capture using wearable armbands,10.1007/s10514-020-09928-7
"A unified kinematics modeling, optimization and control of universal robots: from serial and parallel manipulators to walking, rolling and hybrid robots",10.1007/s10514-020-09929-6
Manipulation planning under changing external forces,10.1007/s10514-020-09930-z
Wind disturbance rejection for unmanned aerial vehicles using acceleration feedback enhanced \(H_\infty \) method,10.1007/s10514-020-09935-8
Guest Editorial: Robotics: Science and Systems 2018 (RSS 2018),10.1007/s10514-020-09939-4
High precision control and deep learning-based corn stand counting algorithms for agricultural robot,10.1007/s10514-020-09915-y
Plug-and-play supervisory control using muscle and brain signals for real-time gesture and error detection,10.1007/s10514-020-09916-x
Planar max flow maps and determination of lanes with clearance,10.1007/s10514-020-09917-w
An analysis of RelaxedIK: an optimization-based framework for generating accurate and feasible robot arm motions,10.1007/s10514-020-09918-9
Optimal solution of the Generalized Dubins Interval Problem: finding the shortest curvature-constrained path through a set of regions,10.1007/s10514-020-09932-x
Structuring of tactile sensory information for category formation in robotics palpation,10.1007/s10514-020-09931-y
A method for autonomous robotic manipulation through exploratory interactions with uncertain environments,10.1007/s10514-020-09933-w
A dynamical system approach for detection and reaction to human guidance in physical human–robot interaction,10.1007/s10514-020-09934-9
Online coverage and inspection planning for 3D modeling,10.1007/s10514-020-09936-7
Scalable time-constrained planning of multi-robot systems,10.1007/s10514-020-09937-6
Angular momentum-based control of an underactuated orthotic system for crouch-to-stand motion,10.1007/s10514-020-09938-5
RGB-D camera calibration and trajectory estimation for indoor mapping,10.1007/s10514-020-09941-w
An approach to object-level stiffness regulation of hand-arm systems subject to under-actuation constraints,10.1007/s10514-020-09942-9
Tightly-coupled ultra-wideband-aided monocular visual SLAM with degenerate anchor configurations,10.1007/s10514-020-09944-7
Vol43_2019
Tracking multiple Autonomous Underwater Vehicles,10.1007/s10514-018-9696-7
2D–3D synchronous/asynchronous camera fusion for visual odometry,10.1007/s10514-018-9698-5
AMPLE: an anytime planning and execution framework for dynamic and uncertain problems in robotics,10.1007/s10514-018-9703-z
Design of a terrain adaptive wheeled robot for human-orientated environments,10.1007/s10514-018-9701-1
Learning to exploit passive compliance for energy-efficient gait generation on a compliant humanoid,10.1007/s10514-018-9697-6
Efficient collective shape shifting and locomotion of massively-modular robotic structures,10.1007/s10514-018-9709-6
Tactile-based active object discrimination and target object search in an unknown workspace,10.1007/s10514-018-9707-8
Model predictive cooperative localization control of multiple UAVs using potential function sensor constraints,10.1007/s10514-018-9711-z
Representing human motion with FADE and U-FADE: an efficient frequency-domain approach,10.1007/s10514-018-9722-9
Topological local-metric framework for mobile robots navigation: a long term perspective,10.1007/s10514-018-9724-7
Finding optimal feasible global plans for multiple teams of heterogeneous robots using hybrid reasoning: an application to cognitive factories,10.1007/s10514-018-9721-x
Robot learning of industrial assembly task via human demonstrations,10.1007/s10514-018-9725-6
Editor’s Note: Special Issue on Robotics: Science and Systems,10.1007/s10514-018-09825-0
Drone delivery systems: job assignment and dimensioning,10.1007/s10514-018-9768-8
Learning control lyapunov functions from counterexamples and demonstrations,10.1007/s10514-018-9791-9
Enabling robots to communicate their objectives,10.1007/s10514-018-9771-0
Optimal shape and motion planning for dynamic planar manipulation,10.1007/s10514-018-9773-y
Asymptotically optimal kinematic design of robots using motion planning,10.1007/s10514-018-9766-x
“I Choose... YOU!” Membership preferences in human–robot teams,10.1007/s10514-018-9767-9
Robust direct trajectory optimization using approximate invariant funnels,10.1007/s10514-018-9779-5
Dempster-Shafer theoretic resolution of referential ambiguity,10.1007/s10514-018-9795-5
STEAP: simultaneous trajectory estimation and planning,10.1007/s10514-018-9770-1
An inductance-based sensing system for bellows-driven continuum joints in soft robots,10.1007/s10514-018-9769-7
Grounding natural language instructions to semantic goal representations for abstraction and generalization,10.1007/s10514-018-9792-8
Relaxed-rigidity constraints: kinematic trajectory optimization and collision avoidance for in-grasp manipulation,10.1007/s10514-018-9772-z
Distributed matroid-constrained submodular maximization for multi-robot exploration: theory and practice,10.1007/s10514-018-9778-6
Improving slip prediction on Mars using thermal inertia measurements,10.1007/s10514-018-9796-4
Design of a partially-coupled self-adaptive robotic finger optimized for collaborative robots,10.1007/s10514-018-9802-x
Coordination of multiple AGVs: a quadratic optimization method,10.1007/s10514-018-9730-9
A robust set approach for mobile robot localization in ambient environment,10.1007/s10514-018-9727-4
Scalable Markov chain approximation for a safe intercept navigation in the presence of multiple vehicles,10.1007/s10514-018-9739-0
"Attractor dynamics approach to joint transportation by autonomous robots: theory, implementation and validation on the factory floor",10.1007/s10514-018-9729-2
Multimodal anomaly detection for assistive robots,10.1007/s10514-018-9733-6
Goal state driven trajectory optimization,10.1007/s10514-018-9728-3
Multi-robot grasp planning for sequential assembly operations,10.1007/s10514-018-9748-z
An integer linear programming model for fair multitarget tracking in cooperative multirobot systems,10.1007/s10514-018-9735-4
Robust proprioceptive grasping with a soft robot hand,10.1007/s10514-018-9754-1
Automatic semantic maps generation from lexical annotations,10.1007/s10514-018-9723-8
Learning from demonstration for semi-autonomous teleoperation,10.1007/s10514-018-9745-2
Windowed multiscan optimization using weighted least squares for improving localization accuracy of mobile robots,10.1007/s10514-018-9763-0
Guest Editorial: Special section on “Foundations of resilience for networked robotic systems”,10.1007/s10514-018-9818-2
"Resilient distributed state estimation with mobile agents: overcoming Byzantine adversaries, communication losses, and intermittent measurements",10.1007/s10514-018-9813-7
Robust connectivity maintenance for fallible robots,10.1007/s10514-018-9812-8
Real-time distributed non-myopic task selection for heterogeneous robotic teams,10.1007/s10514-018-9811-9
Predicting the global structure of indoor environments: A constructive machine learning approach,10.1007/s10514-018-9732-7
Distributed configuration formation with modular robots using (sub)graph isomorphism-based approach,10.1007/s10514-018-9759-9
Simultaneous learning of hierarchy and primitives for complex robot tasks,10.1007/s10514-018-9749-y
An ensemble inverse optimal control approach for robotic task learning and adaptation,10.1007/s10514-018-9757-y
Learning position and orientation dynamics from demonstrations via contraction analysis,10.1007/s10514-018-9758-x
Linking human motions and objects to language for synthesizing action sentences,10.1007/s10514-018-9762-1
A dynamical system approach to task-adaptation in physical human–robot interaction,10.1007/s10514-018-9764-z
Utility function generated saccade strategies for robot active vision: a probabilistic approach,10.1007/s10514-018-9752-3
Quantifying protocol evaluation for autonomous collision avoidance,10.1007/s10514-018-9765-y
iCLAP: shape recognition by combining proprioception and touch sensing,10.1007/s10514-018-9777-7
Viewpoint invariant semantic object and scene categorization with RGB-D sensors,10.1007/s10514-018-9776-8
Robust and adaptive dynamic controller for fully-actuated robots in operational space under uncertainties,10.1007/s10514-018-9780-z
Computing the best grasp in a discrete point set with wrench-oriented grasp quality measures,10.1007/s10514-018-9788-4
Parking objects by pushing using uncalibrated visual servoing,10.1007/s10514-018-9782-x
Distributed multi-robot formation control in dynamic environments,10.1007/s10514-018-9783-9
A regrasp planning component for object reorientation,10.1007/s10514-018-9781-y
2D map alignment with region decomposition,10.1007/s10514-018-9785-7
UAV route planning for active disease classification,10.1007/s10514-018-9790-x
Towards affordance detection for robot manipulation using affordance for parts and parts for affordance,10.1007/s10514-018-9787-5
A fast hybrid reinforcement learning framework with human corrective feedback,10.1007/s10514-018-9786-6
Kinematic optimization for bipedal robots: a framework for real-time collision avoidance,10.1007/s10514-018-9789-3
Efficient Velodyne SLAM with point and plane features,10.1007/s10514-018-9794-6
Environment-adaptive interaction primitives through visual context for human–robot motor skill learning,10.1007/s10514-018-9798-2
Dynamic grasp and trajectory planning for moving objects,10.1007/s10514-018-9799-1
An efficient RANSAC hypothesis evaluation using sufficient statistics for RGB-D pose estimation,10.1007/s10514-018-9801-y
Sensorimotor input as a language generalisation tool: a neurorobotics model for generation and generalisation of noun-verb combinations with sensorimotor inputs,10.1007/s10514-018-9793-7
Kinesthetic teaching and attentional supervision of structured tasks in human–robot interaction,10.1007/s10514-018-9706-9
Multi-users online recognition of technical gestures for natural human–robot collaboration in manufacturing,10.1007/s10514-018-9704-y
A human inspired handover policy using Gaussian Mixture Models and haptic cues,10.1007/s10514-018-9705-x
Adapting robot task planning to user preferences: an assistive shoe dressing example,10.1007/s10514-018-9737-2
Online adaptive teleoperation via motion primitives for mobile robots,10.1007/s10514-018-9753-2
A multiagent framework for learning dynamic traffic management strategies,10.1007/s10514-018-9800-z
Semantic and geometric reasoning for robotic grasping: a probabilistic logic approach,10.1007/s10514-018-9784-8
Map-based localization and loop-closure detection from a moving underwater platform using flow features,10.1007/s10514-018-9797-3
Pushing corridors for delivering unknown objects with a mobile robot,10.1007/s10514-018-9804-8
Validating multi-rigid body simulation of a wild robot,10.1007/s10514-018-9805-7
Anticipative kinodynamic planning: multi-objective robot navigation in urban and dynamic environments,10.1007/s10514-018-9806-6
Passive shared virtual environment for haptic cooperation,10.1007/s10514-018-9809-3
Decentralized progressive shape formation with robot swarms,10.1007/s10514-018-9807-5
Sequential Monte Carlo controller that integrates physical consistency and motion knowledge,10.1007/s10514-018-9815-5
Neuromuscular model achieving speed control and steering with a 3D bipedal walker,10.1007/s10514-018-9814-6
Advancing multi-vehicle deployments in oceanographic field experiments,10.1007/s10514-018-9810-x
Combined heuristic task and motion planning for bi-manual robots,10.1007/s10514-018-9817-3
Towards real-time whole-body human dynamics estimation through probabilistic sensor fusion algorithms,10.1007/s10514-018-9808-4
Autonomous flight with robust visual odometry under dynamic lighting conditions,10.1007/s10514-018-9816-4
Reliable robotic handovers through tactile sensing,10.1007/s10514-018-09823-2
Dynamic task allocation in an uncertain environment with heterogeneous multi-agents,10.1007/s10514-018-09820-5
Selective image registration for efficient visual SLAM on planar surface structures in underwater environment,10.1007/s10514-018-09824-1
Reinforcement learning and model predictive control for robust embedded quadrotor guidance and control,10.1007/s10514-019-09829-4
Deep learning of structured environments for robot search,10.1007/s10514-018-09821-4
Sampling-based optimal kinodynamic planning with motion primitives,10.1007/s10514-019-09830-x
Learning motion primitives for planning swift maneuvers of quadrotor,10.1007/s10514-019-09831-w
3D multi-robot patrolling with a two-level coordination strategy,10.1007/s10514-018-09822-3
Mosquito-inspired distributed swarming and pursuit for cooperative defense against fast intruders,10.1007/s10514-018-09827-y
A motion strategy for exploration driven by an automaton activating feedback-based controllers,10.1007/s10514-019-09835-6
Multi-modal active perception for information gathering in science missions,10.1007/s10514-019-09836-5
Hybrid CPG–FRI dynamic walking algorithm balancing agility and stability control of biped robot,10.1007/s10514-019-09839-2
Effects of the weighting matrix on dynamic manipulability of robots,10.1007/s10514-018-09819-y
Synthesis of kinematically constrained full-body motion from stochastic motion model,10.1007/s10514-019-09837-4
A lightweight and scalable visual-inertial motion capture system using fiducial markers,10.1007/s10514-019-09834-7
Active learning via informed search in movement parameter space for efficient robot task learning and transfer,10.1007/s10514-019-09842-7
Data collection planning with non-zero sensing distance for a budget and curvature constrained unmanned aerial vehicle,10.1007/s10514-019-09844-5
Versatile and robust bipedal walking in unknown environments: real-time collision avoidance and disturbance rejection,10.1007/s10514-019-09838-3
Improving rover mobility through traction control: simulating rovers on the Moon,10.1007/s10514-019-09846-3
Distributed iterative learning control for multi-agent systems,10.1007/s10514-019-09845-4
Multi-robot planning with conflicts and synergies,10.1007/s10514-019-09848-1
Task-centric optimization of configurations for assistive robots,10.1007/s10514-019-09847-2
Motion encoding with asynchronous trajectories of repetitive teleoperation tasks and its extension to human-agent shared teleoperation,10.1007/s10514-019-09853-4
Real-time robot path planning from simple to complex obstacle patterns via transfer learning of options,10.1007/s10514-019-09852-5
The impact of load on the wheel rolling radius and slip in a small mobile platform,10.1007/s10514-019-09857-0
Real-time motion planning with a fixed-wing UAV using an agile maneuver space,10.1007/s10514-019-09863-2
Localization uncertainty-aware autonomous exploration and mapping with aerial robots using receding horizon path-planning,10.1007/s10514-019-09864-1
ART neural network-based integration of episodic memory and semantic memory for task planning for robots,10.1007/s10514-019-09868-x
Personalized collaborative plans for robot-assisted dressing via optimization and simulation,10.1007/s10514-019-09865-0
A constrained instantaneous learning approach for aerial package delivery robots: onboard implementation and experimental results,10.1007/s10514-019-09875-y
Learning attentional regulations for structured tasks execution in robotic cognitive control,10.1007/s10514-019-09876-x
Augmenting visual SLAM with Wi-Fi sensing for indoor applications,10.1007/s10514-019-09874-z
NP-completeness of optimal planning problem for modular robots,10.1007/s10514-019-09878-9
"Horizon-based lazy optimal RRT for fast, efficient replanning in dynamic environment",10.1007/s10514-019-09879-8
Motion planning for robot audition,10.1007/s10514-019-09880-1
Vol42_2018
Robotic assembly solution by human-in-the-loop teaching method based on real-time stiffness modulation,10.1007/s10514-017-9635-z
Relational affordances for multiple-object manipulation,10.1007/s10514-017-9637-x
Learning motions from demonstrations and rewards with time-invariant dynamical systems based policies,10.1007/s10514-017-9636-y
Topological map construction and scene recognition for vehicle localization,10.1007/s10514-017-9638-9
Active localization and tracking of needle and target in robotic image-guided intervention systems,10.1007/s10514-017-9640-2
GPS/odometry/map fusion for vehicle positioning using potential function,10.1007/s10514-017-9646-9
Visual identification of biological motion for underwater human–robot interaction,10.1007/s10514-017-9644-y
Bidirectional invariant representation of rigid body motions and its application to gesture recognition and reproduction,10.1007/s10514-017-9645-x
Energetic analysis and optimization of a MACCEPA actuator in an ankle prosthesis,10.1007/s10514-017-9641-1
Learning task manifolds for constrained object manipulation,10.1007/s10514-017-9643-z
Guest editorial: Special issue on active perception,10.1007/s10514-018-9695-8
Revisiting active perception,10.1007/s10514-017-9615-3
A comparison of volumetric information gain metrics for active 3D object reconstruction,10.1007/s10514-017-9634-0
Exploiting submodular value functions for scaling up active perception,10.1007/s10514-017-9666-5
Autonomous robotic exploration using a utility function based on Rényi’s general theory of entropy,10.1007/s10514-017-9662-9
Environment model adaptation for mobile robot exploration,10.1007/s10514-017-9669-2
Gaussian processes autonomous mapping and exploration for range-sensing mobile robots,10.1007/s10514-017-9668-3
Receding horizon path planning for 3D exploration and surface inspection,10.1007/s10514-016-9610-0
Chance-constrained target tracking using sensors with bounded fan-shaped sensing regions,10.1007/s10514-017-9656-7
Near-optimal probabilistic search using spatial Fourier sparse set,10.1007/s10514-017-9616-2
Cooperative multi-robot belief space planning for autonomous navigation in unknown environments,10.1007/s10514-017-9620-6
Distributed information-based guidance of multiple mobile sensors for urban target search,10.1007/s10514-017-9658-5
Monte Carlo planning for active object classification,10.1007/s10514-017-9626-0
Improving object orientation estimates by considering multiple viewpoints,10.1007/s10514-017-9633-1
Contour-based next-best view planning from point cloud segmentation of unknown objects,10.1007/s10514-017-9618-0
On the advantages of foveal mechanisms for active stereo systems in visual search tasks,10.1007/s10514-017-9617-1
An information based feedback control for audio-motor binaural localization,10.1007/s10514-017-9639-8
Adaptive sampling of cumulus clouds with UAVs,10.1007/s10514-017-9625-1
Edge alignment-based visual–inertial fusion for tracking of aggressive motions,10.1007/s10514-017-9642-0
Using probabilistic movement primitives in robotics,10.1007/s10514-017-9648-7
Integration of sliding mode based steering control and PSO based drive force control for a 4WS4WD vehicle,10.1007/s10514-017-9649-6
Generic method for generating blended gestures and affective functional behaviors for social robots,10.1007/s10514-017-9650-0
A kernel-based approach to learning contact distributions for robot manipulation tasks,10.1007/s10514-017-9651-z
A representation method based on the probability of collision for safe robot navigation in domestic environments,10.1007/s10514-017-9653-x
Relative motion estimation using visual–inertial optical flow,10.1007/s10514-017-9654-9
Unsupervised early prediction of human reaching for human–robot collaboration in shared workspaces,10.1007/s10514-017-9655-8
Range-only SLAM for robot-sensor network cooperation,10.1007/s10514-017-9663-8
Are you ABLE to perform a life-long visual topological localization?,10.1007/s10514-017-9664-7
Guest editorial: Special issue on online decision making in multi-robot coordination,10.1007/s10514-018-9720-y
Decentralized multi-robot belief space planning in unknown environments via identification and efficient re-evaluation of impacted paths,10.1007/s10514-017-9659-4
Online planning for multi-robot active perception with self-organising maps,10.1007/s10514-017-9691-4
Searching and tracking people with cooperative mobile robots,10.1007/s10514-017-9681-6
Learning environmental fields with micro underwater vehicles: a path integral—Gaussian Markov random field approach,10.1007/s10514-017-9685-2
Timed abstractions for distributed cooperative manipulation,10.1007/s10514-017-9672-7
Reactive mission and motion planning with deadlock resolution avoiding dynamic obstacles,10.1007/s10514-017-9665-6
Complete 3-D dynamic coverage in energy-constrained multi-UAV sensor networks,10.1007/s10514-017-9661-x
Reconfigurable multi-robot coordination with guaranteed convergence in obstacle cluttered environments under local communication,10.1007/s10514-017-9660-y
Strategies for coordinated multirobot exploration with recurrent connectivity constraints,10.1007/s10514-017-9652-y
Locally-optimal multi-robot navigation under delaying disturbances using homotopy constraints,10.1007/s10514-017-9673-6
Multiple-place swarm foraging with dynamic depots,10.1007/s10514-017-9693-2
The Team Surviving Orienteers problem: routing teams of robots in uncertain environments with survival constraints,10.1007/s10514-017-9694-1
Special issue on learning for human–robot collaboration,10.1007/s10514-018-9756-z
Progress and prospects of the human–robot collaboration,10.1007/s10514-017-9677-2
Early prediction for physical human robot collaboration in the operating room,10.1007/s10514-017-9670-9
Skill-based human–robot cooperation in tele-operated path tracking,10.1007/s10514-017-9675-4
Robot adaptation to human physical fatigue in human–robot co-manipulation,10.1007/s10514-017-9678-1
Human robot cooperation with compliance adaptation along the motion trajectory,10.1007/s10514-017-9676-3
Co-manipulation with a library of virtual guiding fixtures,10.1007/s10514-017-9680-7
One-shot learning of human–robot handovers with triadic interaction meshes,10.1007/s10514-018-9699-4
Learning proactive behavior for interactive social robots,10.1007/s10514-017-9671-8
Hierarchical emotional episodic memory for social human robot collaboration,10.1007/s10514-017-9679-0
Efficient behavior learning in human–robot collaboration,10.1007/s10514-017-9674-5
Optimized vision-based robot motion planning from multiple demonstrations,10.1007/s10514-017-9667-4
Long-term online multi-session graph-based SPLAM with memory management,10.1007/s10514-017-9682-5
Gaussian process for 6-DoF rigid motions,10.1007/s10514-017-9683-4
BoCNF: efficient image matching with Bag of ConvNet features for scalable and robust visual place recognition,10.1007/s10514-017-9684-3
Analyzing and improving multi-robot missions by using process mining,10.1007/s10514-017-9686-1
Competitive target search with multi-agent teams: symmetric and asymmetric communication constraints,10.1007/s10514-017-9687-0
A sensor-based approach for fault detection and diagnosis for robotic systems,10.1007/s10514-017-9688-z
Design of vertebrae-inspired trunk mechanism for controlling walking behavior of semi-passive walker,10.1007/s10514-017-9689-y
Autonomous navigation of micro aerial vehicles using high-rate and low-cost sensors,10.1007/s10514-017-9690-5
Skeleton-based bio-inspired human activity prediction for real-time human–robot interaction,10.1007/s10514-017-9692-3
"Special issue on “Robotics: Science and Systems”, 2016",10.1007/s10514-018-9775-9
Street-view change detection with deconvolutional networks,10.1007/s10514-018-9734-5
Sequence-based sparse optimization methods for long-term loop closure detection in visual SLAM,10.1007/s10514-018-9736-3
