year,pname,doi
2016,A Comprehensive Software Framework for Complex Locomotion and Manipulation Tasks Applicable to Different Types of Humanoid Robots,10.3389/frobt.2016.00031
2016,Learning Controllers for Reactive and Proactive Behaviors in HumanRobot Collaboration,10.3389/frobt.2016.00030
2016,Automatic Design of Robot Swarms: Achievements and Challenges,10.3389/frobt.2016.00029
2016,A Modular Software Framework for EyeHand Coordination in Humanoid Robots,10.3389/frobt.2016.00026
2016,Wow! I Have Six Fingers!: Would You Accept Structural Changes of Your Hand in VR?,10.3389/frobt.2016.00027
2016,The Walk-Man Robot Software Architecture,10.3389/frobt.2016.00025
2016,Enabling Persistent Autonomy for Underwater Gliders with Ocean Model Predictions and Terrain-Based Navigation,10.3389/frobt.2016.00023
2016,The iCub Software Architecture: Evolution and Lessons Learned,10.3389/frobt.2016.00024
2016,NUClear: A Loosely Coupled Software Architecture for Humanoid Robot Systems,10.3389/frobt.2016.00020
2016,"HYDROïD Humanoid Robot Head with Perception and Emotion Capabilities: Modeling, Design, and Experimental Results",10.3389/frobt.2016.00015
2016,Trajectories Entropy in Dynamical Graphs with Memory,10.3389/frobt.2016.00018
2016,Computational Approaches to Modeling Artificial Emotion  An Overview of the Proposed Solutions,10.3389/frobt.2016.00021
2016,Observing the State of Balance with a Single Upper-Body Sensor,10.3389/frobt.2016.00011
2016,A Self-Organized Internal Models Architecture for Coding SensoryMotor Schemes,10.3389/frobt.2016.00022
2016,"Set-Based Tasks within the Singularity-Robust Multiple Task-Priority Inverse Kinematics Framework: General Formulation, Stability Analysis, and Experimental Results",10.3389/frobt.2016.00016
2016,Hybrid Societies: Challenges and Perspectives in the Design of Collective Behavior in Self-organizing Systems,10.3389/frobt.2016.00014
2016,A Cross-Platform Tactile Capabilities Interface for Humanoid Robots,10.3389/frobt.2016.00017
2016,COEL: A Cloud-Based Reaction Network Simulator,10.3389/frobt.2016.00013
2016,Behavioral Diversity Generation in Autonomous Exploration through Reuse of Past Experience,10.3389/frobt.2016.00008
2016,Finding Your Way from the Bed to the Kitchen: Reenacting and Recombining Sensorimotor Episodes Learned from Human Demonstration,10.3389/frobt.2016.00009
2016,"A Comparison of Avatar-, Video-, and Robot-Mediated Interaction on Users Trust in Expertise",10.3389/frobt.2016.00012
2016,Social Skill Acquisition Model through Face-to-Face Interaction: Local Contingency for Open-Ended Development,10.3389/frobt.2016.00010
2016,Online Body Schema Adaptation Based on Internal Mental Simulation and Multisensory Feedback,10.3389/frobt.2016.00007
2016,Space as an Invention of Active Agents,10.3389/frobt.2016.00004
2016,Unix Philosophy and the Real World: Control Software for Humanoid Robots,10.3389/frobt.2016.00006
2016,Just Imagine! Learning to Emulate and Infer Actions with a Stochastic Generative Architecture,10.3389/frobt.2016.00005
2016,Real Virtuality: A Code of Ethical Conduct. Recommendations for Good Scientific Practice and the Consumers of VR-Technology,10.3389/frobt.2016.00003
2016,An Ultrasound Robotic System Using the Commercial Robot UR5,10.3389/frobt.2016.00001
2016,Design of Introspective Circuits for Analysis of Cell-Level Dis-orientation in Self-Assembled Cellular Systems,10.3389/frobt.2016.00002
2016,"Grammars for Games: A Gradient-Based, Game-Theoretic Framework for Optimization in Deep Learning",10.3389/frobt.2015.00039
2016,In Search for the Neural Mechanisms of Individual Development: Behavior-Driven Differential Hebbian Learning,10.3389/frobt.2015.00037
2016,Soft Pneumatic Actuator Skin with Piezoelectric Sensors for Vibrotactile Feedback,10.3389/frobt.2015.00038
2016,A Taxonomy of Deep Convolutional Neural Nets for Computer Vision,10.3389/frobt.2015.00036
2016,Hierarchical Quantification of Synergy in Channels,10.3389/frobt.2015.00035
2017,Individual Leg and Joint Work during Sloped Walking for People with a Transtibial Amputation Using Passive and Powered Prostheses,10.3389/frobt.2017.00072
2017,A Non-Linear Control Method to Compensate for Muscle Fatigue during Neuromuscular Electrical Stimulation,10.3389/frobt.2017.00068
2017,Soft Robotic Haptic Interface with Variable Stiffness for Rehabilitation of Neurologically Impaired Hand Function,10.3389/frobt.2017.00069
2017,Toward a Needs-Based Architecture for Intelligent Communicative Agents: Speaking with Intention,10.3389/frobt.2017.00066
2017,Validation of Equivalence Structure Incremental Search,10.3389/frobt.2017.00063
2017,Connecting YARP to the Web with Yarp.js,10.3389/frobt.2017.00067
2017,"The Making of a 3D-Printed, Cable-Driven, Single-Model, Lightweight Humanoid Robotic Hand",10.3389/frobt.2017.00065
2017,Evolutionary Policy Transfer and Search Methods for Boosting Behavior Quality: RoboCup Keep-Away Case Study,10.3389/frobt.2017.00062
2017,A User Study on Personalized Stiffness Control and Task Specificity in Physical HumanRobot Interaction,10.3389/frobt.2017.00058
2017,A Partitioning Algorithm for Extracting Movement Epochs from Robot-Derived Kinematic Data,10.3389/frobt.2017.00057
2017,PastVision+: Thermovisual Inference of Recent Medicine Intake by Detecting Heated Objects and Cooled Lips,10.3389/frobt.2017.00061
2017,Real-time Pipeline for Object Modeling and Grasping Pose Selection via Superquadric Functions,10.3389/frobt.2017.00059
2017,The Attention Schema Theory: A Foundation for Engineering Artificial Consciousness,10.3389/frobt.2017.00060
2017,Rescuing Collective Wisdom when the Average Group Opinion Is Wrong,10.3389/frobt.2017.00056
2017,HoverBots: Precise Locomotion Using Robots That Are Designed for Manufacturability,10.3389/frobt.2017.00055
2017,Role of Speaker Cues in Attention Inference,10.3389/frobt.2017.00047
2017,Probabilistic Mapping of Human Visual Attention from Head Pose Estimation,10.3389/frobt.2017.00053
2017,Novel Speech Motion Generation by Modeling Dynamics of Human Speech Production,10.3389/frobt.2017.00049
2017,Visuomotor Resolution in Telerobotic Grasping with Transmission Delays,10.3389/frobt.2017.00054
2017,"Is Cooperative Memory Special? The Role of Costly Errors, Context, and Social Network Size When Remembering Cooperative Actions",10.3389/frobt.2017.00052
2017,Interactive Simulations of Biohybrid Systems,10.3389/frobt.2017.00050
2017,Reporting Mental Health Symptoms: Breaking Down Barriers to Care with Virtual Human Interviewers,10.3389/frobt.2017.00051
2017,Prediction of Intention during Interaction with iCub with Probabilistic Movement Primitives,10.3389/frobt.2017.00045
2017,Self-Healing and Damage Resilience for Soft Robotics: A Review,10.3389/frobt.2017.00048
2017,"A Modular, Reconfigurable Mold for a Soft Robotic Gripper Design Activity",10.3389/frobt.2017.00046
2017,Non-Parametric Bayesian State Space Estimator for Negative Information,10.3389/frobt.2017.00040
2017,Corrigendum: The Walk-Man Robot Software Architecture,10.3389/frobt.2017.00044
2017,Toward Energy Autonomy in Heterogeneous Modular Plant-Inspired Robots through Artificial Evolution,10.3389/frobt.2017.00043
2017,Wearable Vibrotactile Haptic Device for Stiffness Discrimination during Virtual Interactions,10.3389/frobt.2017.00042
2017,Predicting the Motions and Forces of Wearable Robotic Systems Using Optimal Control,10.3389/frobt.2017.00041
2017,Integrating Soft Robotics with the Robot Operating System: A Hybrid Pick and Place Arm,10.3389/frobt.2017.00039
2017,Emergent Intentionality in Perception-Action Subsumption Hierarchies,10.3389/frobt.2017.00038
2017,Unvealing the Principal Modes of Human Upper Limb Movements through Functional Analysis,10.3389/frobt.2017.00037
2017,Analysis of Pairwise Interactions in a Maximum Likelihood Sense to Identify Leaders in a Group,10.3389/frobt.2017.00035
2017,Measuring Engagement in Robot-Assisted Autism Therapy: A Cross-Cultural Study,10.3389/frobt.2017.00036
2017,Distributed Input and State Estimation Using Local Information in Heterogeneous Sensor Networks,10.3389/frobt.2017.00030
2017,First- and Third-Person Perspectives in Immersive Virtual Environments: Presence and Performance Analysis of Embodied Users,10.3389/frobt.2017.00033
2017,Evolutionary Developmental Soft Robotics As a Framework to Study Intelligence and Adaptive Behavior in Animals and Plants,10.3389/frobt.2017.00034
2017,Improvement of a Robotic Manipulator Model Based on Multivariate Residual Modeling,10.3389/frobt.2017.00028
2017,Narratives with Robots: The Impact of Interaction Context and Individual Differences on Story Recall and Emotional Understanding,10.3389/frobt.2017.00029
2017,Evaluating the Usability of a Wearable Social Skills Training Technology for Children with Autism Spectrum Disorder,10.3389/frobt.2017.00031
2017,A Large-Scale Study of Surrogate Physicality and Gesturing on HumanSurrogate Interactions in a Public Space,10.3389/frobt.2017.00032
2017,A Geometry Deformation Model for Braided Continuum Manipulators,10.3389/frobt.2017.00022
2017,Empowerment As Replacement for the Three Laws of Robotics,10.3389/frobt.2017.00025
2017,On the Dynamics and Control of Free-floating Space Manipulator Systems in the Presence of Angular Momentum,10.3389/frobt.2017.00026
2017,Spatiotemporal Aspects of Engagement during Dialogic Storytelling ChildRobot Interaction,10.3389/frobt.2017.00027
2017,Experimental Evaluation of a Mixed Controller That Amplifies Spatial Errors and Reduces Timing Errors,10.3389/frobt.2017.00019
2017,Social Moments: A Perspective on Interaction for Social Robotics,10.3389/frobt.2017.00024
2017,Characteristic Model-Based Robust Model Predictive Control for Hypersonic Vehicles with Constraints,10.3389/frobt.2017.00023
2017,Mobile Mixed-Reality Interfaces That Enhance HumanRobot Interaction in Shared Spaces,10.3389/frobt.2017.00020
2017,Detecting Biological Motion for HumanRobot Interaction: A Link between Perception and Action,10.3389/frobt.2017.00014
2017,To Err Is Robot: How Humans Assess and Act toward an Erroneous Social Robot,10.3389/frobt.2017.00021
2017,Model-Free Position Control for Cardiac Ablation Catheter Steering Using Electromagnetic Position Tracking and Tension Feedback,10.3389/frobt.2017.00017
2017,EnViSoRS: Enhanced Vision System for Robotic Surgery. A User-Defined Safety Volume Tracking to Minimize the Risk of Intraoperative Bleeding,10.3389/frobt.2017.00015
2017,Personality Perception of Robot Avatar Teleoperators in Solo and Dyadic Tasks,10.3389/frobt.2017.00016
2017,A Quantitative Analysis of Dressing Dynamics for Robotic Dressing Assistance,10.3389/frobt.2017.00013
2017,Swarm-Enabling Technology for Multi-Robot Systems,10.3389/frobt.2017.00012
2017,"A Package for Measuring Emergence, Self-organization, and Complexity Based on Shannon Entropy",10.3389/frobt.2017.00010
2017,Stereoscopic First Person View System for Drone Navigation,10.3389/frobt.2017.00011
2017,A Human-Centered Approach to One-Shot Gesture Learning,10.3389/frobt.2017.00008
2017,"The Best-of-n Problem in Robot Swarms: Formalization, State of the Art, and Novel Perspectives",10.3389/frobt.2017.00009
2017,"Toy-Based Technologies for Children with Disabilities Simultaneously Supporting Self-Directed Mobility, Participation, and Function: A Tech Report",10.3389/frobt.2017.00007
2017,"Comparing the Exteroceptive Feedback of Normal Stress, Skin Stretch, and Vibrotactile Stimulation for Restitution of Static Events",10.3389/frobt.2017.00006
2017,Distributed Fault-Tolerant Control for Networked Robots in the Presence of Recoverable/Unrecoverable Faults and Reactive Behaviors,10.3389/frobt.2017.00002
2017,On Intrinsic Safety of Soft Robots,10.3389/frobt.2017.00005
2017,Immersive Mixed Reality for Manufacturing Training,10.3389/frobt.2017.00003
2017,SIMBA: Tendon-Driven Modular Continuum Arm with Soft Reconfigurable Gripper,10.3389/frobt.2017.00004
2017,A Compliant Telescopic Limb with Anisotropic Stiffness,10.3389/frobt.2016.00080
2017,Spectral Clustering Wikipedia Keyword-Based Search Results,10.3389/frobt.2016.00078
2017,A Mathematical Formalization of Hierarchical Temporal Memorys Spatial Pooler,10.3389/frobt.2016.00081
2017,Learning Actions to Improve the Perceptual Anchoring of Objects,10.3389/frobt.2016.00076
2017,Future Directions in Machine Learning,10.3389/frobt.2016.00079
2017,Epigenetic Operators and the Evolution of Physically Embodied Robots,10.3389/frobt.2017.00001
2018,"Authenticity, Interactivity, and Collaboration in VR Learning Games",10.3389/frobt.2018.00133
2018,Trajectory-Based Skill Learning Using Generalized Cylinders,10.3389/frobt.2018.00132
2018,Toward Computational Motivation for Multi-Agent Systems and Swarms,10.3389/frobt.2018.00134
2018,An Overview on Principles for Energy Efficient Robot Locomotion,10.3389/frobt.2018.00129
2018,Adaptive Online Fault Diagnosis in Autonomous Robot Swarms,10.3389/frobt.2018.00131
2018,High Classification Accuracy of a Motor Imagery Based Brain-Computer Interface for Stroke Rehabilitation Training,10.3389/frobt.2018.00130
2018,Toward an Interactive Reinforcement Based Learning Framework for Human Robot Collaborative Assembly Processes,10.3389/frobt.2018.00126
2018,Dual Quaternion Framework for Modeling of Spacecraft-Mounted Multibody Robotic Systems,10.3389/frobt.2018.00128
2018,Corrigendum: Benchmark Datasets for Bilateral Lower-Limb Neuromechanical Signals from Wearable Sensors during Unassisted Locomotion in Able-Bodied Individuals,10.3389/frobt.2018.00127
2018,Benchmarking the HRP-2 Humanoid Robot During Locomotion,10.3389/frobt.2018.00122
2018,"Active Collision Avoidance for Human-Robot Interaction With UKF, Expert System, and Artificial Potential Field Method",10.3389/frobt.2018.00125
2018,ShapeGuide: Shape-Based 3D Interaction for Parameter Modification of Native CAD Data,10.3389/frobt.2018.00118
2018,Survey of Image Processing Techniques for Brain Pathology Diagnosis: Challenges and Opportunities,10.3389/frobt.2018.00120
2018,Configuration-Dependent Optimal Impedance Control of an Upper Extremity Stroke Rehabilitation Manipulandum,10.3389/frobt.2018.00124
2018,"A Multimodal Analytics Platform for Journalists Analyzing Large-Scale, Heterogeneous Multilingual, and Multimedia Content",10.3389/frobt.2018.00123
2018,Can Computers Become Conscious and Overcome Humans?,10.3389/frobt.2018.00121
2018,Identification and Evaluation of the Face System of a Child Android Robot Affetto for Surface Motion Design,10.3389/frobt.2018.00119
2018,An Adaptive and Hybrid End-Point/Joint Impedance Controller for Lower Limb Exoskeletons,10.3389/frobt.2018.00104
2018,Linking Gait Dynamics to Mechanical Cost of Legged Locomotion,10.3389/frobt.2018.00111
2018,Repeated Impact-Based Capture of a Spinning Object by a Dual-Arm Space Robot,10.3389/frobt.2018.00115
2018,"A Systematic Review of Social Presence: Definition, Antecedents, and Implications",10.3389/frobt.2018.00114
2018,Benchmarking Stability of Bipedal Locomotion Based on Individual Full Body Dynamics and Foot Placement StrategiesApplication to Impaired and Unimpaired Walking,10.3389/frobt.2018.00117
2018,An Advanced Adaptive Control of Lower Limb Rehabilitation Robot,10.3389/frobt.2018.00116
2018,A General Approach to Achieving Stability and Safe Behavior in Distributed Robotic Architectures,10.3389/frobt.2018.00108
2018,We WaitThe Impact of Character Responsiveness and Self Embodiment on Presence and Interest in an Immersive News Experience,10.3389/frobt.2018.00112
2018,Influence of Being Embodied in an Obese Virtual Body on Shopping Behavior and Products Perception in VR,10.3389/frobt.2018.00113
2018,Stage-Wise Learning of Reaching Using Little Prior Knowledge,10.3389/frobt.2018.00110
2018,Now You See Me: Convolutional Neural Network Based Tracker for Dairy Cows,10.3389/frobt.2018.00107
2018,Bead-Based Hydrodynamic Simulations of Rigid Magnetic Micropropellers,10.3389/frobt.2018.00109
2018,Why Is Virtual Reality Interesting for Philosophers?,10.3389/frobt.2018.00101
2018,User Experience of Augmented Reality System for Astronaut's Manual Work Support,10.3389/frobt.2018.00106
2018,Evaluation and Analysis of Push-Pull Cable Actuation System Used for Powered Orthoses,10.3389/frobt.2018.00105
2018,Peristaltic Waves as Optimal Gaits in Metameric Bio-Inspired Robots,10.3389/frobt.2018.00099
2018,Toward Formal Models and Languages for Verifiable Multi-Robot Systems,10.3389/frobt.2018.00094
2018,"Editorial: Evolvability, Environments, Embodiment & Emergence in Robotics",10.3389/frobt.2018.00103
2018,Design and Operational Elements of the Robotic Subsystem for the e.deorbit Debris Removal Mission,10.3389/frobt.2018.00100
2018,Bacterial Biohybrid Microswimmers,10.3389/frobt.2018.00097
2018,No Strategy Can Win in the Repeated Prisoner's Dilemma: Linking Game Theory and Computer Simulations,10.3389/frobt.2018.00102
2018,Virtually Being Lenin Enhances Presence and Engagement in a Scene From the Russian Revolution,10.3389/frobt.2018.00091
2018,Visual Tracking Using Sparse Coding and Earth Mover's Distance,10.3389/frobt.2018.00095
2018,"A Framework for Fast, Autonomous, and Reliable Tool Incorporation on iCub",10.3389/frobt.2018.00098
2018,Self-Optimization in Continuous-Time Recurrent Neural Networks,10.3389/frobt.2018.00096
2018,MoSART: Mobile Spatial Augmented Reality for 3D Interaction With Tangible Objects,10.3389/frobt.2018.00093
2018,Impact of Dehazing on Underwater Marker Detection for Augmented Reality,10.3389/frobt.2018.00092
2018,Toward Self-Aware Robots,10.3389/frobt.2018.00088
2018,Collaborative Multi-Robot Transportation in Obstacle-Cluttered Environments via Implicit Communication,10.3389/frobt.2018.00090
2018,Soft Robots Manufacturing: A Review,10.3389/frobt.2018.00084
2018,A Neural Network With Logical Reasoning Based on Auxiliary Inputs,10.3389/frobt.2018.00086
2018,A Bio-inspired Grasp Stiffness Control for Robotic Hands,10.3389/frobt.2018.00089
2018,Immersive VR and Education: Embodied Design Principles That Include Gesture and Hand Controls,10.3389/frobt.2018.00081
2018,ARDebug: An Augmented Reality Tool for Analysing and Debugging Swarm Robotic Systems,10.3389/frobt.2018.00087
2018,A Soft Robotic Wearable Wrist Device for Kinesthetic Haptic Feedback,10.3389/frobt.2018.00083
2018,Teaching a Robot Bimanual Hand-Clapping Games via Wrist-Worn IMUs,10.3389/frobt.2018.00085
2018,Virtual Sensing and Virtual Reality: How New Technologies Can Boost Research on Crowd Dynamics,10.3389/frobt.2018.00082
2018,A Study of Professional Awareness Using Immersive Virtual Reality: The Responses of General Practitioners to Child Safeguarding Concerns,10.3389/frobt.2018.00080
2018,Statistical Relational Learning With Unconventional String Models,10.3389/frobt.2018.00076
2018,A User Study on Robot Skill Learning Without a Cost Function: Optimization of Dynamic Movement Primitives via Naive User Feedback,10.3389/frobt.2018.00077
2018,Effectively Quantifying the Performance of Lower-Limb Exoskeletons Over a Range of Walking Conditions,10.3389/frobt.2018.00061
2018,Reactive Reinforcement Learning in Asynchronous Environments,10.3389/frobt.2018.00079
2018,Experiments in Artificial Theory of Mind: From Safety to Story-Telling,10.3389/frobt.2018.00075
2018,Fusion of Bilateral Lower-Limb Neuromechanical Signals Improves Prediction of Locomotor Activities,10.3389/frobt.2018.00078
2018,Identification of Invariant Sensorimotor Structures as a Prerequisite for the Discovery of Objects,10.3389/frobt.2018.00070
2018,Human-Guided Learning for Probabilistic Logic Models,10.3389/frobt.2018.00056
2018,Avatar Embodiment. Towards a Standardized Questionnaire,10.3389/frobt.2018.00074
2018,Passive Back Support Exoskeleton Improves Range of Motion Using Flexible Beams,10.3389/frobt.2018.00072
